Section,Row,Index
0051,"1.1.1*	Of which: Additional stricter prudential requirements based on Article 124 CRR
Institutions shall report the additional risk exposure amounts needed to comply with the stricter prudential requirements as communicated to the institutions after having been consulted with EBA, in accordance with paragraphs 2 and 5 of Article 124CRR.",114
0060,"1.1.1.1	SA exposure classes excluding securitisations positions
CR SA template at the level of total exposures. The SA exposure classes are those mentioned in Article 112 CRR, excluding securitisation positions.",115
0070,"1.1.1.1.01	Central governments or central banks
See CR SA template",116
0080,"1.1.1.1.02	Regional governments or local authorities
See CR SA template",117
0090,"1.1.1.1.03	Public sector entities
See CR SA template",118
0100,"1.1.1.1.04	Multilateral Development Banks
See CR SA template",119
0110,"1.1.1.1.05	International Organisations
See CR SA template",120
0120,"1.1.1.1.06	Institutions
See CR SA template",121
0130,"1.1.1.1.07	Corporates
See CR SA template",122
0140,"1.1.1.1.08	Retail
See CR SA template",123
0150,"1.1.1.1.09	Secured by mortgages on immovable property
See CR SA template",124
0160,"1.1.1.1.10	Exposures in default
See CR SA template",125
0170,"1.1.1.1.11	Items associated with particular high risk
See CR SA template",126
0180,"1.1.1.1.12	Covered bonds
See CR SA template",127
0190,"1.1.1.1.13	Claims on institutions and corporate with a short-term credit assessment
See CR SA template",128
0200,"1.1.1.1.14	Collective investments undertakings (CIU)
See CR SA template",129
0210,"1.1.1.1.15	Equity
See CR SA template",130
0211,"1.1.1.1.16	Other items
See CR SA template",131
0240,"1.1.2	Internal ratings based Approach (IRB)",132
0241,"1.1.2*	Of which: Additional stricter prudential requirements based on Article 164 CRR
Institutions shall report the additional risk exposure amounts needed to comply with the stricter prudential requirements as communicated to the institutions after having been notified to EBA, in accordance with paragraphs 5 and 7 of Article 164 CRR.",133
0242,"1.1.2**	Of which: Additional stricter prudential requirements based on Article 124 CRR
Institutions shall report the additional risk exposure amounts needed to comply with the stricter prudential requirements set by the competent authorities after having consulted EBA, as laid down in paragraphs 2 and 5 of Article 124 CRR and which are related to limits on the eligible market value of the collateral as laid down in point (d) of Article 125(2) and point (d) of Article 126(2) CRR.",134
0250,"1.1.2.1	IRB Approaches when neither own estimates of LGD nor Conversion Factors are used
CR IRB template at the level of total exposures (when own estimates of LGD or CCF are not used)",135
0260,"1.1.2.1.01	Central governments and central banks
See CR IRB template",136
0270,"1.1.2.1.02	Institutions
See CR IRB template",137
0280,"1.1.2.1.03	Corporates - SME
See CR IRB template",138
0290,"1.1.2.1.04	Corporates – Specialised Lending
See CR IRB template",139
0300,"1.1.2.1.05	Corporates – Other
See CR IRB template",140
0310,"1.1.2.2	IRB Approaches when own estimates of LGD and/or Conversion Factor are used
CR IRB template at the level of total exposures (when own estimates of LGD and/or CCF are used)",141
0320,"1.1.2.2.01	Central governments and central banks
See CR IRB template",142
0330,"1.1.2.2.02	Institutions
See CR IRB template",143
0340,"1.1.2.2.03	Corporates - SME
See CR IRB template",144
0350,"1.1.2.2.04	Corporates – Specialised Lending
See CR IRB template",145
0360,"1.1.2.2.05	Corporates – Other
See CR IRB template",146
0370,"1.1.2.2.06	Retail – secure by real estate SME
See CR IRB template",147
0380,"1.1.2.2.07	Retail – secure by real estate non-SME
See CR IRB template",148
0390,"1.1.2.2.08	Retail – Qualifying revolving
See CR IRB template",149
0400,"1.1.2.2.09	Retail – Other SME
See CR IRB template",150
0410,"1.1.2.2.10	Retail – Other non-SME
See CR IRB template",151
0420,"1.1.2.3	Equity IRB
See CR EQU IRB template",152
0450,"1.1.2.5	Other non credit-obligation assets
The amount to be reported is the risk weighted exposure amount as calculated in accordance with Article 156 CRR.",153
0460,"1.1.3	Risk exposure amount for contributions to the default fund of a CCP
Articles 307, 308 and 309 CRR",154
0470,"1.1.4   Securitisation positions
See CR SEC template",155
0490,"1.2	TOTAL RISK EXPOSURE AMOUNT FOR SETTLEMENT/DELIVERY
Point (c)(ii) of Article 92(3) and point (b) of Article 92(4) CRR",156
0500,"1.2.1	Settlement/delivery risk in the non-Trading book
See CR SETT template",157
0510,"1.2.2	Settlement/delivery risk in the Trading book
See CR SETT template",158
0520,"1.3	TOTAL RISK EXPOSURE AMOUNT FOR POSITION, FOREIGN EXCHANGE AND COMMODITIES RISKS 
Points (b)(i), (c)(i) and (c)(iii) of Article 92(3) and point (b) of Article 92(4) CRR",159
0530,"1.3.1	Risk exposure amount for position, foreign exchange and commodities risks under Standardised Approaches (SA)",160
0540,"1.3.1.1	Traded debt instruments
MKR SA TDI template at the level of total currencies.",161
0550,"1.3.1.2	Equity
MKR SA EQU template at the level of total national markets.",162
0555,"1.3.1.3	Particular approach for position risk in CIUs
Article 348(1), point (c) of Article 350(3) and point (a) of Article 364(2) CRR
Total risk exposure amount for positions in CIUs if capital requirements are calculated in accordance with Article 348(1) CRR either immediately or as a consequence of the cap laid down in point (c) of Article 350(3) CRR. CRR does not explicitly assign those positions to either the interest rate risk or the equity risk.
Where the particular approach laid down in the first sentence of Article 348(1) CRR is applied, the amount to be reported shall be 32% of the net position of the CIU exposure in question, multiplied by 12,5. 
Where the particular approach laid down in the second sentence of Article 348(1) CRR is applied, the amount to be reported shall be the lower of 32% of the net position of the relevant CIU exposure and the difference between 40% of this net position and the own funds requirements that arise from the foreign exchange risk associated with this CIU exposure, multiplied by 12,5 respectively.",163
0556,"1.3.1.3.*	Memo item: CIUs exclusively invested in traded debt instruments
Total risk exposure amount for positions in CIUs if the CIU is invested exclusively in instruments subject to interest rate risk.",164
0557,"1.3.1.3.**	CIUs invested exclusively in equity instruments or in mixed instruments
Total risk exposure amount for positions in CIUs if the CIU is invested either exclusively in instruments subject to equity risk or in mixed instruments or if the constituents of the CIU are unknown.",165
0560,"1.3.1.4	Foreign Exchange
See MKR SA FX template",166
0570,"1.3.1.5	Commodities
See MKR SA COM template",167
0580,"1.3.2	Risk exposure amount for positions, foreign exchange and commodity risks under internal models (IM)
See MKR IM template",168
0590,"1.4	TOTAL RISK EXPOSURE AMOUNT FOR OPERATIONAL RISK (OpR)
Point (e) of Article 92(3) and point (b) of Article 92(4) CRR
For investment firms under Articles 95(2) and 96(2) and Article98 CRR, this element shall be zero.",169
0600,"1.4.1	OpR Basic Indicator approach (BIA)
See OPR template",170
0610,"1.4.2	OpR Standardised (TSA) / Alternative Standardised (ASA) approaches
See OPR template",171
0620,"1.4.3	OpR Advanced measurement approaches (AMA)
See OPR template",172
0630,"1.5	ADDITIONAL RISK EXPOSURE AMOUNT DUE TO FIXED OVERHEADS
Articles 95(2) and 96(2), Article 97 and point (a) of Article 98(1) CRR
Only for investment firms under Article 95(2), Article 96(2) and Article 98 CRR. See also Article 97 CRR. 
Investment firms under Article 96 CRR shall report the amount referred to in Article 97 multiplied by 12.5.
Investment firms under Article 95 CRR shall report as follows:
-	Where the amount referred to in point (a) of Article 95(2) CRR is greater than the amount referred to in point (b) of Article 95(2) CRR, the amount to be reported is zero.
-	Where the amount referred to in point (b) of Article 95(2) CRR is greater than the amount referred to in point (a) of Article 95(2) CRR, the amount to be reported is the result of subtracting the latter amount from the former.",173
0640,"1.6	TOTAL RISK EXPOSURE AMOUNT FOR CREDIT VALUATION ADJUSTMENT
Point (d) of Article 92(3) CRR
See CVA template.",174
0650,"1.6.1	Advanced method
Own funds requirements for credit valuation adjustment risk in accordance with Article 383 CRR.
See CVA template.",175
0660,"1.6.2	Standardised method
Own funds requirements for credit valuation adjustment risk in accordance with Article 384 CRR. 
See CVA template.",176
0670,"1.6.3.	Based on OEM
Own funds requirements for credit valuation adjustment risk in accordance with Article 385 CRR. 
See CVA template.",177
